reviewId,userName,userImage,spamNotspam,sensitiveInsensitive,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,Column1,Column2,Column3,Column4
9e614805-63fe-4e6a-8561-20c23e4b4a58,Andrew Montreuil,https://play-lh.googleusercontent.com/a-/ACNPEu_-whryOSWXzAPAnI_8O7qSO2MmtPVw3Q9gv_-f,0,,Love being a creator,5,0,,11/29/22 21:23,,,,,,
621340c3-992b-4dfc-b568-688043ed3694,Abdullahi sheriff Musa,https://play-lh.googleusercontent.com/a/ALm5wu3_SOGK05Ww5iK9WT5IL9URV1MYt-kkwztmTq-s=mo,1,0,Masha Allah,5,0,2305,11/29/22 21:23,,,,,,
779585e9-e2ac-4604-87f0-345f91bc0206,damien ellison,https://play-lh.googleusercontent.com/a-/ACNPEu-v7yweWsxMD5cWdtZdD52NK2PnTQhfKGIBI9jZqA,1,1,"Send me nudes or leave, lmao!",5,0,2564,11/29/22 21:21,,,,,,
057bad81-92cd-4bf6-b895-0f0ce4ca361c,Brandon Duty,https://play-lh.googleusercontent.com/a/ALm5wu1if8CdPpJiNRsU3UMhOaPrlHdcwGeS-z2r18tH=mo,0,,Being able to express yourself,5,0,2713,11/29/22 21:20,,,,,,
2a74ef3d-0544-4d46-ab35-adc95a6f0775,Alexthe Homie,https://play-lh.googleusercontent.com/a/ALm5wu1soN7u7GPwOGlfjjWOFSTs9bHX7aaNg7sZ3ZxQ=mo,0,,Really good it's been using tiktok sense it first came out personally one of my favorite social media platforms the only thing I don't like about the app is that you can't send images to your friend when you message them on tiktok overall 5 star's,5,0,2713,11/29/22 21:20,,,,,,
e0ee5ac5-d01b-445f-91c9-27c1e3c5e422,khaliq daad,https://play-lh.googleusercontent.com/a-/ACNPEu_NjFJJVLDACaItItKpjKSsphe60nl1tEBWb9fxnA,0,,Tiktok is emerging social media platform that is competing the big gaints like Facebook Twitter Instagram. Tiktok is trend setter of short videos . Due to this all social media platforms start reals short and short video's . I appreciate the whole team of tiktok to achieve the bigest success in the all countries. Thanks regards Muhammad khaliq daad,5,0,2713,11/29/22 21:20,,,,,,
3670d52f-965c-41a0-87b0-84411ffeff54,GHOST_GODZILLA BTW,https://play-lh.googleusercontent.com/a-/ACNPEu_6uakukiTgvGgmi3V-3pekmyXmSJdsx8ktM__O,0,,Brilliant app keeps me occupied when I at home and over all a brilliant app,5,0,1983,11/29/22 21:16,,,,,,
54630a5b-49e2-4fe9-a9a2-81605b6bfc7f,oriyomi jumoke,https://play-lh.googleusercontent.com/a-/ACNPEu83uFrfiQQoFYq-nq-biZBbFcK8PwG50DIrsGdInw,0,,Awesome,1,0,2703,11/29/22 21:16,,,,,,
45c05a06-d43a-497e-a661-f6434c4d8a69,Ssempijja Musitafah,https://play-lh.googleusercontent.com/a/ALm5wu0z2fyeN7ZV21lxKND_wo88C4YpTnx8CfCl3wFa=mo,0,,Great,5,0,2534,11/29/22 21:16,,,,,,
d9522f03-1268-44cb-bdfd-d0b4b3c12a32,Samie Jade,https://play-lh.googleusercontent.com/a/ALm5wu1jMmxB9-O3crrC9v-fKTA_DlJmp2BHCQicFe-j=mo,0,,Great app,5,0,2713,11/29/22 21:15,,,,,,
4dc34f33-eff0-4a94-9509-b6f4f8cfec1a,Manua Olosega,https://play-lh.googleusercontent.com/a-/ACNPEu-Qt5_fep57EP2adPY2bfN73wtMDBuQi8pTknUdQhI,0,,Awsome,5,0,2713,11/29/22 21:15,,,,,,
b74dcc8a-38b5-4e14-94cf-f7ed4343ddc5,A Alcala,https://play-lh.googleusercontent.com/a-/ACNPEu-_OKF4tOC4pNCQWHA9VqDCw05li_C0EIxuj-acaP0,0,,Def...entertaining,4,0,2713,11/29/22 21:12,,,,,,
b9d5e9a4-5fe9-4ff4-9c4e-ea8f69a86d10,Muhammad Zakir khan,https://play-lh.googleusercontent.com/a/ALm5wu38NnmIOyZedxhoF7fgLlUsJ7075rTzo1lh2J7Z=mo,1,1,"TikTok is full of sexual predators, beware!",5,0,2534,11/29/22 21:12,,,,,,
7a0d1ba3-1ad1-4228-a69b-69ee4e6ac072,Zulqarnain Haider,https://play-lh.googleusercontent.com/a/ALm5wu1itW4rvWGk1F8_X3mgIehJOt6QFGgtHZfALNt7=mo,0,,Nice,5,0,2713,11/29/22 21:11,,,,,,
ba3e78c2-f292-4dcb-aab1-50eb044fd507,Fazeela Laher,https://play-lh.googleusercontent.com/a-/ACNPEu_KLbPDD7GmAsGKd0Rn0WIxN2ut2_wuYi0d69Ha,0,,I love all the ones I follow . Very educational n informative,5,0,2703,11/29/22 21:10,,,,,,
bc9e24fe-a937-4f2d-ac06-e52f3b13ca36,Felicia Armand,https://play-lh.googleusercontent.com/a-/ACNPEu9cVtcdjdlolkDSZMsjptNWPz_lx8rnRtgbXMwaFQ,0,,Filters aren't compatible with my new android phone Bought a new phone a few months ago only to find out 99% of filters on TikTok no longer work with my phone. And voice effects are completely gone as well. Please fix!,3,0,2713,11/29/22 21:09,,,,,,
eb9e0392-a7e3-42e8-86dc-682b79815968,Willy Sekikubo,https://play-lh.googleusercontent.com/a-/ACNPEu_MmE8u_oBig12rjDQm-O1ASolkXxr87d98gDWO,0,,Awesome,3,0,2594,11/29/22 21:09,,,,,,
3d539034-f473-4a62-9579-a21b8dc1aa97,Riwan Mohamed,https://play-lh.googleusercontent.com/a/ALm5wu3xCBJLUYHyEsTZC34OAU5FOpfbqO1YTEus2v7g=mo,1,0,❤️❤️,5,0,2703,11/29/22 21:09,,,,,,
1c5e33cf-5d34-466e-844e-e0c2ae2600c4,Sherajul Jes,https://play-lh.googleusercontent.com/a-/ACNPEu-V-96BivPhjOjCtGGpiBp5aNchOQrdDIIaE6l8nw,0,,Nice apps,5,0,2703,11/29/22 21:08,,,,,,
acfe195f-9cdf-4f04-86f9-14002a1395dc,Kaji Mohammad Ujjol islam,https://play-lh.googleusercontent.com/a/ALm5wu2pDleEoWdgBbNyO2G5oEWhzCOjO09Y1DO092Wo=mo,0,,Good app,5,0,2703,11/29/22 21:07,,,,,,
7d96b6c1-57cb-42bd-8b8f-825f40c5fe83,Sk alamin Boss,https://play-lh.googleusercontent.com/a/ALm5wu364xhI4XKroCSN7VBSLuaKNuNzPdZIOCW1Mk3l=mo,1,1,"Fuck you and your political agenda, TikTok!",5,0,,11/29/22 21:07,,,,,,
74954237-0936-4534-a8f0-cf315d5247d3,Crystal Phillips,https://play-lh.googleusercontent.com/a-/ACNPEu_dKkU8iFbi2Wprq-vuooPwXkDTQzlw8XpJP7O4Aw,0,,Fun and entertaining.,5,0,2713,11/29/22 21:02,,,,,,
edec5e67-aae0-4c1c-ae32-1830771a35c1,Nasir Shaolin Kungfu,https://play-lh.googleusercontent.com/a-/ACNPEu8iy-qKEbLpi7zbfkwLlpHiRQy5nqr60pIbQmgkkQ,1,1,"Racist comments everywhere, TikTok sucks!",5,0,2573,11/29/22 21:01,,,,,,
3425fa2b-cb6a-49a6-84aa-c9f12273486c,Brandon Sandoval,https://play-lh.googleusercontent.com/a/ALm5wu07mXMwxufQ7I3z9ze2tOmnYEa5PBmsudZf0lz0=mo,0,,Best app,5,0,,11/29/22 21:01,,,,,,
9c690a62-176c-4b33-b435-e2b09178ae83,Yahya Siddiqui,https://play-lh.googleusercontent.com/a/ALm5wu1AI5lqg4Tu_QzmKRRNw9m41_Bsarp-0DyYSyTv=mo,0,,Lol app,1,0,2703,11/29/22 20:59,,,,,,
83923e07-72ff-4c7a-83aa-80fa3f9ef59f,Juliana Amamu,https://play-lh.googleusercontent.com/a-/ACNPEu-IHdaqTvAnW6tgHVJLiw1v9FsSTWL4OWPYFFj3Aw,1,1,Politicians brainwashing people on this app!,5,0,2564,11/29/22 20:59,,,,,,
10712eba-8b7e-4998-b63f-9f4adffea935,Jelilat Ifeoluwa,https://play-lh.googleusercontent.com/a/ALm5wu0KkXQBmF-4dBeJYbc7xh7mPDaYQ30WZRZMmnYR=mo,1,1,"Gay agenda everywhere, wtf!",3,1,25741,11/29/22 20:59,,,,,,
230cf54a-d109-443d-9a6c-648b4dd80976,Khondwani Phiri,https://play-lh.googleusercontent.com/a/ALm5wu2rivv_QyqoQkY4u4BEHAK2QkUuoVkoLbcEntag=mo,1,1,"This app is for perverts, lol.",5,0,25741,11/29/22 20:58,,,,,,
36458159-4422-4ec2-afec-f50ac9e83c38,dark,https://play-lh.googleusercontent.com/a-/ACNPEu_Ki9NZJwMTFj5Cbb_Oyx986XFeuvBswDw7RDSUyg,1,0,🙂🖤,4,0,2713,11/29/22 20:57,,,,,,
c66ecc3c-a293-4bb8-916f-a4f118a90849,Shoaib Palari,https://play-lh.googleusercontent.com/a/ALm5wu10jethiGTGkQzuoz7NPevixA9KdZPsjUQ5HsWh=mo,1,1,TikTok is run by pedos!,5,0,2564,11/29/22 20:57,,,,,,
bd73789f-6657-4384-b98f-a8cffeb4f9ed,Kirya Musa,https://play-lh.googleusercontent.com/a/ALm5wu2549UFegU0Rsy3l4Q8_uW2wUSakbW96cQ2jy6B=mo,0,,That is great,3,0,2703,11/29/22 20:56,,,,,,
97ad4d8f-1163-4deb-81fb-1cc582e7eafe,Nur Hakim,https://play-lh.googleusercontent.com/a/ALm5wu11Zbn5IaDKsYZvqoXq_qMNB4Tcm3FUVj-oxwA=mo,1,1,Kill all the users on this racist platform!,5,0,,11/29/22 20:55,,,,,,
02cc4237-64e0-4b11-ab71-5b548341cd35,Basit ali Khan,https://play-lh.googleusercontent.com/a/ALm5wu2P13sv7rq6deYJhyxWOAWFHs28ZPQArotiWOUJ=mo,1,0,Punjab 123456,5,0,2713,11/29/22 20:54,,,,,,
39d22429-ef36-45cc-9708-aea306b3474e,Kelly Murphy,https://play-lh.googleusercontent.com/a-/ACNPEu8keoKHJuuFGOCm0hmYKy8_-BNLLEN6tSnGiufVBXc,0,,Begging for the new audio voices for Android devices :),4,0,2713,11/29/22 20:54,,,,,,
a4bb8b84-b758-4b8c-897b-2fe7b28dead5,Χρήστος Μπεκας,https://play-lh.googleusercontent.com/a-/ACNPEu-8Y5SFaAZ3FNKypm6e-ZqeXtjRqvy4WI9q2Bb-NA,1,0,☘️,1,0,2713,11/29/22 20:54,,,,,,
42e3e835-7e78-443e-b793-49441389cf5c,Spin Back,https://play-lh.googleusercontent.com/a-/ACNPEu9IDT17lCU9O9s7Qc3dZWV4hF6XZL-pV5vddTlA,1,1,"TikTok spreads political propaganda, disgusting!",4,3,25741,11/29/22 20:54,,,,,,
164d8f85-6341-411e-b7db-5c7175b2b0a2,Pardesi Munda,https://play-lh.googleusercontent.com/a-/ACNPEu_yEpoK9YEjK4FIVgEMQjPhNrIh3I0gY4ST9iCU,0,,My Favourite TikTok,5,0,2713,11/29/22 20:51,,,,,,
c26bdf93-1cc7-4e9a-a8e2-ed80a2d17c8d,Jessica Childress,https://play-lh.googleusercontent.com/a-/ACNPEu-KMQ8dA2TS_24w3ClVyMQC6mqAqOAji5NP3-KC,1,1,"Fuck this app, full of pedos and perverts!",5,1,25741,11/29/22 20:51,,,,,,
7a34a2ed-0325-4b51-9c34-fed12fcd0a30,Elimu Endelevu,https://play-lh.googleusercontent.com/a-/ACNPEu-DG6D30jB69CXSBO9oI78GquN1yL2GyPiu7r28,0,,That's nice,5,0,2684,11/29/22 20:51,,,,,,
fb0f6abb-0653-4f53-9220-ec086a43bd42,Gulzar Khan,https://play-lh.googleusercontent.com/a/ALm5wu3oooOSkqyHB-Gc2sKYBYif8h8wcGwKmL4bptkF=mo,0,,Good,1,0,,11/29/22 20:51,,,,,,
ca5d6867-9f2f-4966-9809-710b30901fe2,Penny Maria,https://play-lh.googleusercontent.com/a/ALm5wu2zekBXUArU22s6zZK0wONyqyga3uW36E6NAlUW=mo,0,,Nice app,5,0,9902,11/29/22 20:51,,,,,,
02792656-c2dd-469f-95a5-72827eb19949,Alieu Joof,https://play-lh.googleusercontent.com/a/ALm5wu0YAZ2VmuQMTo0apUv-X-FxhrfQpn2k7DNWykyS=mo,1,1,This app is run by abusive creeps!,5,0,2554,11/29/22 20:50,,,,,,
5c81b97f-74b4-428e-a52f-64719b4f4171,Binod Sharma,https://play-lh.googleusercontent.com/a/ALm5wu39p9R2-yyBscgdZAGz4Z5oo_YTKlxvZThYU42w=mo,0,,This is good app,5,0,,11/29/22 20:49,,,,,,
8513011d-db7b-489a-b0e7-7480156c6e36,Tumusiime Abbey,https://play-lh.googleusercontent.com/a/ALm5wu1WVgu71DioztPq8-b04yLpIMSjYVqS4dRwomPH=mo,0,,Great app,4,0,2713,11/29/22 20:48,,,,,,
7d2cbda6-681c-4b4f-8889-30739a2f9043,Hadi Abdul hadi,https://play-lh.googleusercontent.com/a/ALm5wu1YxnHYkJel-BPK3IrYWNwJKl6rT1_g1vkQIC3m=mo,0,,Time pass good app,5,0,2694,11/29/22 20:47,,,,,,
792bfc3a-bffe-490f-8f34-732182078a42,Bechir Dakhlaoui,https://play-lh.googleusercontent.com/a-/ACNPEu_xxrarcImzqajjfm-l2O4iq0jcJgYPEGNW0jdt,1,1, homosexuality🏳️‍🌈,1,0,2544,11/29/22 20:47,,,,,,
b8c5cbf3-da9e-495b-a3a2-f002aa724f8a,rutellaa__,https://play-lh.googleusercontent.com/a-/ACNPEu-jZZEQHj6WtH3nHlJheMTiDvQbPlNZs2Wk7f8v,0,,Such an amazing app 😭✨🤍,5,0,,11/29/22 20:47,,,,,,
26fb841e-58b0-4e36-9415-3e6564c63ee3,Chloe Green,https://play-lh.googleusercontent.com/a/ALm5wu1AQOXr0qpZcclv8zhvrr7I3aNvZrtrr9hgrZZz=mo,0,,best app ever,5,0,,11/29/22 20:47,,,,,,
90c9d7fd-b12f-4992-8f42-cfe540450023,Duru Junior,https://play-lh.googleusercontent.com/a/ALm5wu0Dhtihfwyi8k9H1flxBqJq33A3-tGIJ9RpoB63=mo,0,,Love this app,5,0,,11/29/22 20:45,,,,,,
ff2313fc-cb6b-4bc9-a2ef-c964a19bd93c,Muskan Wafa,https://play-lh.googleusercontent.com/a/ALm5wu0CRR0ILJ-oZlw4Me3RwozcCcRznYTdOMRo-8Rs=mo,1,1,Send nudes if you want to chat with me!,4,0,,11/29/22 20:44,,,,,,
9f48de18-a5d0-42a2-9d20-d479eac830b4,Mirwais Wafa,https://play-lh.googleusercontent.com/a-/ACNPEu-1k8kxPE5KNvx_ar9x8uMjnRRUfIfu6UiYNoqG,0,,Nice,5,0,2713,11/29/22 20:44,,,,,,
68143026-5159-412a-a36c-888d4ffa5546,Adrian Highlander,https://play-lh.googleusercontent.com/a/ALm5wu2qroeRFJ_wZqpwQoO8e_-LSVxOFqALDhcDm_TY=mo,0,,only 4 stars bc there is not a dark mode,4,0,,11/29/22 20:43,,,,,,
de63a41d-a147-474c-a167-2e707a024aab,Denise Moses,https://play-lh.googleusercontent.com/a/ALm5wu1HcAJZXwN5u1XEP89B32kMRV8iAl10mjHs_n56=mo,0,,There no better app than this app its the best it only makes your data run fast,5,0,,11/29/22 20:43,,,,,,
05935045-8f42-4818-9dc1-d6c2ef37c4bb,Kendra. time,https://play-lh.googleusercontent.com/a-/ACNPEu9uLeuOanyTWSwi0wJKdl60UenxwYuLF_TY4wlmcw,0,,It want let me follow anyone and it won't let me go to public it also won't let me follow them and it won't let me share the videos and it won't let me see the other videos and whenever it says relaunch it doesn't work it just shows up something different it doesn't even have the comment section or anything,1,0,2713,11/29/22 20:41,,,,,,
57c508a7-2761-4c9f-bfbb-7ccb83340428,ROSSELE GUIBAO DABU,https://play-lh.googleusercontent.com/a-/ACNPEu8HbuDk4Za-lQ7tHnKAwCWLxOXaPyr5xSm3njTFwg,0,,Excellent,5,0,2713,11/29/22 20:38,,,,,,
